45,"Just hate it... Not intuitive enough, I made couple of ""mistakes"" that got me headaches. First one, I started a post, and I wanted to save it, so I pressed the arrow in the up corner to acces next options, but that icon is a ""paper airplane"" that publish the post without even ask! Alright, first use... I search for something like post adjustments (oh, they were in the footer!), and changed the post to local draft. But it NEVER went to draft again in the blog!. Worst than that, I continued editing it, and the next time I accessed it, a message appeared, something like ""the post is not updated, do you want to?"" and I thought of course, upload the changes, but what it did was download the first draft (the published one) overwriting the last one so I completely lost ALL of my work. ""Well, let's see the revisions..."" but there's NOTHING like that. On top of all that, I searched the internet for help, and the only possible solution needed my device rooted before all this, and search some hidden directories, but it comes to happen that there are lots of people who doesn't even know what is to root an android device. ABSOLUTELY AWFUL!!!",,,,,,,,
46,I like the app and it works well for me to set things up . I have published an about me section and a blog post. It shows up on my end but when I try to view it externally it just says that a new wordpress site is coming. I just wish that when it's published on my end that it also publishes online. Now I have to figure out how to get my blog online so others can view it too.,,,,,,,,
47,Downloaded this app to use on a trip. It clearly said I had the offline map downloaded yet when I entered in the exact address or a category.. It said zero results found even though I knew the address was within my downloaded map. Poor experience. I reconnected with at a McDonald's and only then did the address show up. If this app requires you to have data then google maps is better.,,,,,,,,
48,"Downloaded thinking this will make mobile site management easier, which it may generally do. However, the first thing I wanted to do - upload a document to media - seems impossible (or unintuitive if I'm missing something). The 'add' buttons in the 'media' tab provides filters only for images and videos. There needs to be an option for any file type.",,,,,,,,
49,"For the last God knows how many months I have had no end of problems with this app. From not being able to upload photos, to my site being hidden when it's quite blatantly not, and not being able to start a new post, oy being able go into setting for about 5 seconds be for it puts me back to the main menu. Support advised reinstalling Jetpack, but that's not changed a thing. I'm giving it one last try. I'm not the only one having issues either. There's a few ppl I know who are having problems. No updates fix this.",,,,,,,,
50,"Samsung Tab 7,0 This review was done after using the app to leave Atlanta airport. **I do not recommend a buy on this app' but stick with the free version as the  major difference is the ability to search on this one, but it is not good and you essentially have the same features on both, free & Pro, with out it.  MapWithMe Pro has a nice mapping interface it works great on my 7.0, but *The app doesn't do navigation or street address search but merely shows you as a dot on a map which is the same as the free version. *The search feature add to the Pro version is very limited: not worth the money. * The Samsung 7.0 comes with, Latitude, for free and gives you the ability to download maps for offline uses and work just as good.  What I would like to see is point to point navigation and a more in depth search . If you drive into a GPS black out area a offline mapping system is nice to have limited uses to get you back on track.",,,,,,,,
51,"This app used to be great! Now it just crawls! I'm trying to plan a trip with various stops & I can't even get it started. I want to throw my device across the room! Very sorry it has gotten so unusable. EDIT. Finally the speed picked up, yet it tells me there is no way to get to certain towns where the road is clearly marked and Google Maps has no issue. They take no responsibility for routes not working because they are using some other company's maps. Removed.",,,,,,,,
52,"ZERO WYSIWYG If you enjoy squinting at your screen while writing in order to distinguish you article's text from HTML code, then you'll love this app. I must ask: If Evernote & every other goofy little writing app can display bullets, bold, italic, & other formatting as I am writing, why can't this tool for professional writers do the same? I enjoy the WordPress writing experience on my PC/browser because I can engage the content & the formatting directly, organically, while I'm creating. The only time I must face HTML is for the occasional media embed, etc. But with this app the HTML codes are scattered throughout the article & act like irritating little jolts from speed bumps as the appear in the paragraph I'm working on. So it's impossible to get into a state of ""flow! "" C'mon, developers, you can do better than this. I would gladly pay for a WYSIWYG WordPress writing tool. Until then, it's back to my PC for writing & editing my blog posts.",,,,,,,,
53,"Decent app. Tried out a few offline nav apps that use osm for data and this had the best looking map display for me. Clean and clear display during navigation a plus. Suggested nav routes were generally good, but did not care for the inability to ignore toll roads as well as to get more than one suggested route. The biggest shortcoming for me was that with just about all osm apps, the POI/address search are useless unless those items are entered in the osm database. A suggestion would be to have a online search function (like MapFactor's google search) to be able to find those items and be able to translate the info into an offline nav point. Another suggestion would be to improve the display functions during navigation, ie: speedometer/speeding warnings, lane assist, and fixed speed cameras. Needs improvements but a solid app overall.",,,,,,,,
54,Issues Downloading Maps to External Storage I installed the app and for several days have tried to download maps with routing for several US states. I used settings to download the maps to my external SD card. The app shows and says that maps or downloading/downloaded at first. If I exit the app and reenter. only a couple of maps now show as downloaded. Tried to uninstall/install several times and still does not work correctly. More stars when this major feature is working correctly.  Update: Giving you three stars due to quick response and concern! See my email to you with the requested info. Let's get this working together!,,,,,,,,
55,"I tried this app over a year ago and I couldn't get it to work with my domain. I decided to try again and this time it worked. I love being able to post at any time without being on my computer. The only issues I'm having are that I have yet to be able to upload a picture. I think this feature is worth one whole star. I tried uploading a picture on my provider network and over WiFi, neither worked. The other issue I'm having is that I can't seem to check categories for my post. I have to log in through my browser to do that. It may be user error but I couldn't find that option. All in all, it works for generic text posts - at least for me. I'll take that over NOTHING!",,,,,,,,
56,"Slow and broken for long distance travel. App slows randomly and takes forever to find a path. When you search for a location and see the name of the place you want to go to, you can't select until it loads all other relevant locations related to the query which wastes around 10 seconds. I'm using a PCT L29 Huawei phone for reference with the whole map downloaded with over 40gb of free space and no other application running. This is a terrible app. Use Google maps instead.",,,,,,,,
