17,"I almost rated this for stars. It's a nice, useful app with some gaps--I really like the basic idea and the maps themselves are accurate and occasionally have nice details (for example, airport gate numbers).  There are some major gaps in searching for foods, shopping, etc., though. Primarily this is just in not having locations. For example, in one city in Japan I did a search for food and it came up with maybe 3 or 4 places when I was aware of dozens close by.  Since it pretty quickly looks for options further away, I was getting results up to fifty miles away (in Japan, traveling fifty miles can take several hours).  It also missed the biggest shopping center in the area.  Still, it's handy for knowing where you are and had the ability to download sections of the world's you're interested in.the interface is also easy to navigate and it came up with Japanese city names easily even though I was using English letters.  Train stations are well-marked and it's pretty easy to follow along with your reason trip to know how much further you need to go and where to get off (note that the routing itself i s by driving rather than public transport, which would have been a nice feature, but that you can simply see where the tracks are).",,
18,"Too many ads. Even more than Google Maps. At least most of the features work in a general sense; just not in my area.  EDIT: I understand that advertising is a resource that allows for development to continue, but you must understand the current default implementation makes any features very unappealing and the entire experience unenjoyable. I uninstalled imediately after the second push ad. Push ads are unacceptable in any form.  I am aware you can opt out of most advertising by going to settings and switching off ""Show offers"", but there's no garuntee your app will stop giving other unwanted push notifications, such as the one asking if the user is aware of the bookmarking feature. DO NOT engage the user outside of the app unless it is for a currently requested function or feature they are actively using, such as continuing navigation while in the background. There are better ways to let users know of features. For example, highlight the area you want to be noticed and give a brief message when the app is launched. This is more benificial for you as well, because a user is more likely to follow through when they have already chosen to engage with the app, as opposed to you trying to pull them away from whatever else they may be doing.",,
19,"Inferior in every possible way to using the online editor. This app doesn't allow you to link to your own earlier posts, crashes often, can sometimes delet your whole draft even unsave a previously update and saved page, and has issues previewing images. It also cannot pull the most recent version of you updates which you created with the web editor. Woe be unto you if you mak long pots, because after a certain size copy/paste stop working and the editor gets so slow you have to wait for the displayed text to catch up to you. What it does do well is present your stats page, manage the site permissions and let you get a rough draft started. Though it has so many problems I'm just using the MS Office apps for my rough drafts and then copy/pasting into the web interface. I'll probably uninstall this soon because it is basically horrible.",,
20,"Decent app. Tried out a few offline nav apps that use osm for data and this had the best looking map display for me. Clean and clear display during navigation a plus. Suggested nav routes were generally good, but did not care for the inability to ignore toll roads as well as to get more than one suggested route. The biggest shortcoming for me was that with just about all osm apps, the POI/address search are useless unless those items are entered in the osm database. A suggestion would be to have a online search function (like MapFactor's google search) to be able to find those items and be able to translate the info into an offline nav point. Another suggestion would be to improve the display functions during navigation, ie: speedometer/speeding warnings, lane assist, and fixed speed cameras. Needs improvements but a solid app overall.",,
21,"This app has gone downhill. Now that Google maps supports offline maps there is absolutely no reason to use this app. It still causes my device to restart. No other app makes my phone restart, only this one. It uses a dodgy background process that makes my phone restart even after I finish using app. They need to add a ""exit"" button to properly close the app. It keeps running services in background even when I force quit the app via task manager. It crams a lot of junk and annoyances in the app. I don't want business names or the ability to rate or share or whatever other junk they force in there. Let me turn all the junk off so I can use the map like a map. Stop asking me to turn on location settings. I use offline maps and not interested in going online and ""writing a review"" of map locations.",,
22,"Its good, very useful for walking/hiking. Which OSM is very good for. Could  be better with search results for Car Navigation. OSM doesn't really  support proper Address searching so relying solely on this isn't possible.  I have to go back to Google to find actual full addresses. What I would  like to see changed is; - when searching the results show the downloaded  Map Name which can be confusing as it doesn't match the location of the  address. (please remove this) - would be nice to have other map  overlays/textures to choose from. (like osm where it shows house numbers!)  - Ability to sort bookmarks by Name rather than just when they were added.  (also when searching to show bookmarks in results) - Transport information  Trains / Bus times currently not available for the UK.",,
23,"This app used to be great! Now it just crawls! I'm trying to plan a trip with various stops & I can't even get it started. I want to throw my device across the room! Very sorry it has gotten so unusable. EDIT. Finally the speed picked up, yet it tells me there is no way to get to certain towns where the road is clearly marked and Google Maps has no issue. They take no responsibility for routes not working because they are using some other company's maps. Removed.",,
24,"Good for reading, a pain for editing. It's a great app for reading and browsing the encyclopedia. The main problem I have with it on that front is that the way it displays lead images in article headers often cuts off important parts of the image; see for example Hammerton Killick- it cuts off his head!   Editing is more problematic - talk pages are impossible to get to, as is article history. Talk and history can be beneficial for readers as well as they give valuable info about reliability and sources of content.",,
25,"Unintuitive I was using this app to walk around Munich, but it was often difficult-to-impossible to see the name of the street I was on. I wanted to use it offline and without using my location (to save battery), but the app constantly prompted me to switch on location. There's a bug in the bookmark view, it's difficult to edit the bookmark for items with a lot of details, it will snap to the bottom or top, and the ""edit"" button is in the middle. Also, navigating the app in general is unintuitive.",,
26,"I wanted to like this app. I'm looking for an alternative to google maps. The routing is actually ok, although the estimated timings don't take traffic conditions into account. The offline operation is good, but there isn't really an 'online' mode. If I currently have a good connection I want to be able to search a new area without having to download the section first. But what has killed it for me is that the search is useless. There us no UK postcode search, which is what I primarily use. Searching by street name sometimes works, but often comes up empty. Conversely when there are multiple matches adding extra location details (borough, etc) doesn't narrow the search effectively. As far as i can tell it treats each term entered separately and at some point if you haven't chosen one of the matches for your first term and keep typing it switches to searching on the second term, ignoring the first. I only managed to experience the navigation by finding places on Google maps, and then matching the street pattern and zooming to find them manually in this. I gather it works better in some countries than others, so I'll probably try it again sometime, but for now I'm giving up.",,
27,Horizontal scrolling ruins this app. Wikipedia is an incredible website but reading articles on a phone with this app is just frustrating. For articles with paragraphs embedded in tables you have to scroll left and right for every line of text just to read it (a great example of this is any list of episodes article for a TV show). Why bother making a mobile app if it's not mobile friendly? If you won't fix this at least add a button to open such articles in a web browser.,,
28,"Error when uploading imagen to post The media item could not be retrieved. Error when uploading imagen to post.WordPress Android version: 4.5.2 Android device name: LGE Nexus 5  01 - Configuring Simperium 02 - Already registered for GCM 03 - resetting suggestion tables 04 - reader post list &gt; restoring instance state 05 - reader post list &gt; creating post adapter 06 - reader post list &gt; purging database 07 - reader post list &gt; updating current user 08 - reader post list &gt; updating tags and blogs 09 - trackLastActivity, activityId: My Site 10 -",,
29,"Ugh. Every 'update' frustrates me to no end. I have things working as they should... then an update like the latest wrecks everything.  Content in limbo. Endless upload errors. Takes forever to post. And... ugh... what happened to my custom image resize controll'? Once upon a time this app worked beautifully and did what it should... you see... people posting from their phones are ON THE GO! I just want to post quickly with no hassle- the control needed but not clutter. Many times its mobile data, in a remote location. The app used to be lean and mean and do the job perfectly. Now its like it's a mini desktop app that's bogged down with junk. What used to take seconds... select some pics on phone ... share to WP app... add text hit upload and DONE... is now futz with this and that ... fight the awful quirks ...hit post and wait wait wait...error. error.  Wrangle things back to where they work again....then get blitzed by the next update",,
30,"GPS Bug updated. Has GPS bugs that make it almost unusable. No voice Nav and regular google maps is much less of a battery drain  GPS bug is as follows. You can search for a location, but if your GPS wasn't already enabled it will constantly search never making a connection. You have to stop the app restart it with GPS already enabled and it seems to work for the most part but it was very spotty and it makes it extremely hard to use if you don't have time to stop and park and occasionally I had to hit the lower left button to make it connect again if it stopped working. Was very weird, never have this problem in most apps. I'm a developer myself that's the only reason I recognize it as a bug. Will give it two stars because it got me back from St. Louis without getting me totally lost.",,
31,"Too many bugs Ecoing another user, the maps themselves are nice after they finally download. Love that I can view them offline and save data usage. Not much else appeals to me. The search results are odd and difficult to interpret. Voice commands never seem to work. Once address is inputed, the route doesn't appear. You sit there showing current location only. I can't get miles to work as the setting defaults back to kilometers every time. Fix the bugs, I love this app. As it is, it's only good for offline map viewing.",,
32,"GPS not working without Internet!!! yepp, the gps only works when i get online otherwise it gets stuck at the last position where i came online usually wi-fi..so no gps while offline!!  big turndown😑😒 otherwise maps are good... improve it n I will increase the rating... I m using Mi4 with version 4.4 android.. n 1 more thing add a feature of planning a route between any two points on the map like by selecting them on the map not  by searching,  like Google has..",,
33,"Idea is great and I love using this app, but parts need refining. Sorting items (ToDos, Dailies, etc) from the app doesn't persist, but doing so from the website does. There is a widget for Habits and Dailies, but not for ToDos, and I this ToDos is the list people would best like to see made into a widget. There is no clean way to take back a button press (If you accidentaly pressed on + and didn't mean to your options are leave it as is even though you didn't earn the rewards or edit the task to include a minus option and take the HP hit). Would be nice if you could automatically sort by Due Date ascending. Creating a Daily and setting it to all days, then editing it and removing the current day still leaves the Daily Active (Same with the reverse if it was first created as not enabled for this day of the week, then editing and enabling it, it remains disabled). Etc , My point is the idea is amazing, there is a huge community behind it which is great, and I personally love the app. But it lacks polish around the edges and some bugs could be fixed.",,
34,"It's worse sorry Since the last update I can't use my regular photo viewer to choose pictures from my post. I now have a list of images that seem to come from my tablet but not it's sd card; where all my images are. I have around 30,000 images in various picture folders (I am travelling and have a 128GB sd card in my tablet where my images are stored)  and this update to 3.9 has made choosing images impossible.  I have two possible workarounds. Either I upload the images to google or similar and put a link in the post to them. Or my second option is to upload the images in the WordPress app through the media menu item and then choose these images I want in the post using your new chooser interface.  Honestly I see what you are trying to do with the new interface but it does limit the user as to how they choose their images. Handing this task over to the operating system, as it was before, makes more sense and makes your app lighter.  Please switch back to the normal way of adding images. Updating posts on tablets and phones has been great with the WordPress app and I feel it's just been made more difficult with this update.",,
35,"Excellent maps (thanks OpenStreetMap), crappy SatNav. I'm looking for a good offline maps app to use in my car, and based on the reviews and how the maps and routing looks on this, I thought I'd found my answer, big ""but"" incoming: I don't know if this is the same for everyone, but the app won't seem to recognise any street numbers, so any address I type will only find the street. Some streets are massive! this isn't useful. Also quite often after searching and finding a generic town/street, I try to ""route to"" it and then get an error saying the app can't give directions to this location, try and be more precise. So yeah, not really any use.",,
36,this app is an absolute rubbish. the new update is real catastrophe. the settings go back to default each time and the app loses the address for map storage files which results in asking to download the map data again. i had bookmarked the location of my hotel but then when i was in Spain it failed show me even the downloaded maps. just rubbish.,,
37,"WAS great app. Now no where near great. I USED to have around 60 to 70 articles on my reading lists. Just checked today, and apparently they decided to DELETE ALL OF THEM with a recent app update. Because just before latest update they were all fine. App is great for looking up info, BUT I can no longer trust createing what are essentially bookmarks for article I want to go back to, so it has rendered the aop useless to me now. And no way to get back.",,
38,"So far I'm finding it very helpful and it's a great idea but the app for ui is hugely unintuitive and chunks of it seem not to work at all.  There are buttons that just look like explanatory text and other things that look like buttons that aren't.  If I hatch a new pet or try to make a new change to my avatar it can sometimes take several minutes for the app to recognize and show the change, meanwhile I'm trying to figure out what I did wrong.  The entire party structure and invitation setup is needlessly complicated and frustrating.  The actual task/to do list setup is great. That section of the app is what we're here for and it's really great. The reward and group mechanics are good motivators. It's just the structure of the game that needs improvement.",,
39,"Cannot get proper GPS signal (only that app could not) even outside in a very open space. Also, most of the time, it cannot determine any route to go a specific address (including to go to international airports). Bottom line: quite useless except to take a lot of space on your device.  ANSWER TO THE DEVELS: yes of course i checked my GPS location settings, i believe i made myself clear: this is the only app that gives me trouble, even other GPS apps are working correctly. Please next time, read carefully the review instead of assuming i did something wrong. 2SD ANSWER TO DEVELS: I will try to be even more clear: I checked all the settings of the phone, i only have that problem with your app. Btw, there is a more critical problem: it cannot find a route to a lot of destination, an international airport in my case. 3RD ANSWER TO DEVELS: Unbelievable, for the third time: YES I CHECKED ALL SETTINGS! Note that i read your FAQ. This is the only GPS app i know that cannot route you to an international airport and i had the same pb with addresses on public roads. 4TH ANSWER TO DEVELS: no i am not contacting you, i use a better app and our exchange was unpleasant, it is enough.",,
40,"Disappointing The big plus is the offline use of maps and the maps that look good. On the downside: we disagree on the fastest route. On first use it misses a connection to a highway and suggesting a longer route. Then the app even tries to send me back three times unnecessary, making the journey even longer. Vocal directions are ambiguous compared to my regular Garmin nav and compared to Google. Maybe it's just the dutch language. At times the GPS update seems out of sync with the actual location. Good as a backup nav.",,
41,"The backcountry road maps are pretty accurate for wheelie in the bush couldn't get it to actually work for directions in town or route plan with it. Just getting it again on my new phone.   I did manage to get routes to load. However the search option doesn't find nearby places (addresses) and nearby parks,towns etc easily.  Also I can not seem to alter the route.  For example I put in directions to Sloquet hot springs. The route the app selected is a very rough road compared to the parralel road that also gets you there. It would be nice to select other roads with the touch of a finger. Please improve and get back to me. Thanks for the prompt response on my last review",,
42,FUBAR !! Tried downloading the complete set of maps (about 25 GB) and it screwed up at around 4.5 GB. Would not download any maps at all. My connection was fine BTW.  Am going back to the app at F-Droid. Probably won't have the routing feature or the most recent updates but at least it works. Beware: If you have the F-DROID app and uninstall it all your maps get erased. I lost 25 GB of tediously downloaded maps when I decided to go with the Google Play version. FWIW...... reinstalled the Google Play app.......Still NO GO !!,,
43,"Some App Exclusive Features are Annoying For the most part, the app is fine. However, many of the apps exclusive features get in the way more than they help. The tabs for browsing are really annoying and, IMO, things should only open in new tabs when you long press and choose ""open in new tab"". A gesture to show your tabs would be nice too. The button and panel to jump between categories won't appear/activate far too often. In fact, that's my main reason to use the app over the web interface, so if that doesn't work, the app is basically useless.",,
44,"A significant backward step Now there is no way to select which maps to update, nor is there any indication of download size (why not?). The option to download WITHOUT routing has disappeared. I do not require routing as I already have a sat nav. Fortunately I have not updated my phone, only my tablet. I will not be updating my phone to v6 as this is the device I use most. Until now this was a 5 star app (and I had the paid version before it became free). Hugely disappointed. ------------------UPDATE. Tried updating one small map (Guernsey 449kB) and found ALL my old maps had been deleted. The new style Guernsey map is 882kB. I have backups of my old maps, so not a problem to recover them.",,
45,"Love it with a few hicups Good app but has a few issues... 1: When updating the app I loose all my downloaded maps, why not have the app download them for me or perform an update on them. 2: After an update I loose my customised locations. 3: I want to be able to find my destination using coordinates not just names of places... 4. It seems to give prescidence to highways even if they a longer route, this isnt a good algorithm... Otherwise its a good app... I love it and use it daily.",,
46,"Wikipedia as an idea gets five stars. One star is deducted for the English main page which contains only a third of the content of the website, and another gets deducted for not allowing me to include the main page in my feed anymore (since the update, which i now regret installing). When not looking for a specific topic, the main page is my little curiosity playground. I will spend a lot less time and attention on this app now.",,
47,"It's ok. It can be frustrating to use. The directional arrow sometimes keeps turning round and round and then points to the wrong direction. Nov. 2019: I just did the maps.me update--the search function doesn't work the same way it used to before the update. I used to be able to put the number of the house or building, then the street, city, state, and the app would locate the address. That doesn't work anymore.",,
48,"Stay away from this. Wanted an alternative for Google maps, but I need to use it anyway because this app finds streets but rarely any actual street addresses. The search function is very frustrating and irritating too, with you not able to fill in a long street name and then add the street number to verify this app can't find that place either. Lack of aerial/satellite overlay option a big minus too. Could have been redeemed by bookmarks that can be imported sensibly.",,
49,"Sidenotes make this app useless The main problem with this app is that they put ALL of the side notes at the very top of the article, forcing us to scroll 10 or even 20 pages before getting to the actual article text! I don't know who's idea that was but it's terrible and makes the app useless. Who wants to scroll 15 pages before reading an article? Put the side notes in a fly-out side bar, or put them at the bottom, or make them default to ""collapsed"" view expandable by click, or a ""jump to text"" button. ANYTHING other than how it is.",,
50,"I use the app for offline map viewing. When trying to plot a route, I couldn't untill updating the maps. This shouldn't be the case, and very annoying if you're abroad and roaming. If you can add a button 'use existing maps' next to 'download' and 'cancel', I'll give the 4 star I think you could be",,
51,"App only for big cities like london, delhi etc. Mostly lines only available without name. Shown Only one navigation route, though many alternate available. Pros 1. Less data and less battery usage 2. Big cites data available 3. Make our own bookmarks, location etc Cons. 1. Complete map data available only for large cites. 2. Suburban, minor cites name only included If your moblie has enough space, google offline is better. Not suitable for travellers through small cities villages etc.",,
52,Downloaded this app to use on a trip. It clearly said I had the offline map downloaded yet when I entered in the exact address or a category.. It said zero results found even though I knew the address was within my downloaded map. Poor experience. I reconnected with at a McDonald's and only then did the address show up. If this app requires you to have data then google maps is better.,,
53,"This app used to be perfect and previously helped me navigate around the world, but after updates these last few months, the app will no longer work offline. Unless I am connected to wifi, the app hangs on the preloading screen logo. Consequently, the app is now useless to me. If I wanted an app that required data and pressured me to to turn on location services, I would use Google Maps. This is disappointing because this used to be my go-to app.",,
54,"Current Update many issues 1) Leaves GPS active upon exit, must force exit running background apps of Maps.me. 2) Since maps split, Favourites sluggish to completely unusable.  Was supurb prior to change. 3) Current permission set way over the top, not openly documented. Was a stellar app, going downhill exponentially.  Android 4.4.2 Samsung GSIII",,
55,Latest update not so good. Today's featured article keeps defaulting on top of the home page. Is there any way to suppress this as it is frustrating. Also the floating continue reading bar at the foot the screen is intrusive and takes up space especially on smaller screen. The sliding bar on the right often gets in the way and swiped menu takes up most of the screen width when opened,,
56,"As other reviewers have mentioned, you can't search by address. For example, if your want directions to 12335 Fake St, the app will refuse. It will only let you plot a route to Fake St. If Fake St is more than a few blocks long, that's a huge problem. Also, you can't even search for an address until you download that region's maps. If you want to drive from NYC to LA, you have to download every map along the way before you go. Problem is, most maps are named after smaller towns, not big cities.",,
57,"Downloaded thinking this will make mobile site management easier, which it may generally do. However, the first thing I wanted to do - upload a document to media - seems impossible (or unintuitive if I'm missing something). The 'add' buttons in the 'media' tab provides filters only for images and videos. There needs to be an option for any file type.",,
58,"Grateful for this app and love how I can load media from phone direct to gallery. (pls allow access to the WP image gallery from the desktop version). Also Widget on stats is great. -Wish writing functionality was better. And on few occasions the App version threw off main version from Laptop. I had to rebuild post for hour. (even now I see ""version conflict"" pls make way to disable). -Also ability to change appearance, widgets eg text, etc., would be great. Then a 4+5stars! Thanks WP Team.",,
59,"Bloated piece of junk. search results for a train station or an airport will drive you mad. trying to locate Amsterdam by typing 'Airport' or Airport Amsterdam will return every  business in the world containing the word airport, restaurant, bars, airport place, everything except the actual Airport. I guess developers  are too busy bloating the app (response time is so slow it is barely usable anyway. Plan for a phone with 4GB orf ram for that monster., or go back to paper maps (which works WAY better if you need to find a train, an airport, a street. If all you need is to look for restaurants  I guess Maps.Me can give you some advertisement along your way. Otherwise avoid this thing.",,
60,"recent update ruined the reading list and the app can no longer save pages.. when offline all pages disappear yet I saved them even my old saved pages all disappeared. That is my best feature on this app because I normally used it offline since I don't access wireless all day so please restore the original version, it was better.",,
