11,"Habitica was very fun for a time... then I quickly became disengaged. None of my friends play so I was unable to go on quests. Once I had equipment, a pet, and a mount I liked there was very little remaining to keep me engaged. I can't recommend using it single player. I am aware there are guilds to help you meet parties so you can adventure but I am disinclined to meet strangers just to keep my tasks organized. Also I'll note that the penalties for not engaging in dailies are so minimal that I was never worried about skipping anything... and since the benefits are randomized (apparently heavily towards potion and foods, not eggs) I wasn't incentivized to try for any specific type of activity beyond things I just wanted to get done.",,,,
12,"Great app based on features, AWFUL due to bugs! Still using it daily, after restarting it several times, but the bugs are a huge drawback!  Will change the review once I will be able to rearrange the tasks without having them moved back were they  were (or placed somewhere in-between), when it wouldn't crash when I set a notification on a task, when the party tabs don't appear on tasks view, and when the animals appear in the app when they are found, not hours later (refresh + app restart = no use in this case).",,,,
13,"I seriously don't understand. The basic functions of the app are so janky and broken. In the avatar creation, I had to keep pressing the options I wanted over and over for it to actually work, then when I finished the avatar had options I didn't pick. Every habit defaults to being both positive and negative. I know there has to be some default, but it's kind of weird that if I have a positive habit I have to tap the negative button. Adding tags is really clunky because the tags have to be added to the filter, (I guess it works but it's unintuitive to have to add a tag to the filter instead of just tagging the task itself) but when I add them they don't immediately get added. They disappear and then get added a few minutes later. Half the time it won't let me move around the tasks. Sometimes the FAQ text pops up overlaying whatever screen I'm on. Switching between habits, dailies, to-dos, and rewards is finicky. Sometimes swiping doesn't work, sometimes trading the icon doesn't work. I have to tap things in the equipment menu multiple times for them to work. Same for the avatar menu. With patience all this stuff does eventually work, but it's tedious to just use the app. The app would be 10 times better just by fixing the buggy menus",,,,
14,"Its good, very useful for walking/hiking. Which OSM is very good for. Could  be better with search results for Car Navigation. OSM doesn't really  support proper Address searching so relying solely on this isn't possible.  I have to go back to Google to find actual full addresses. What I would  like to see changed is; - when searching the results show the downloaded  Map Name which can be confusing as it doesn't match the location of the  address. (please remove this) - would be nice to have other map  overlays/textures to choose from. (like osm where it shows house numbers!)  - Ability to sort bookmarks by Name rather than just when they were added.  (also when searching to show bookmarks in results) - Transport information  Trains / Bus times currently not available for the UK.",,,,
15,"The only use for this app over google is it shows trails and jungle footpaths. After that its 'EFFING USELESS. The pointer spins constantly so you cant tell which way you're facing. It points 180 degrees out and the blue dotted line follows you, ie it can send you back the way you came and not leave your start point blank....so you still think youre going the right way as youre always attached to the dotted line. It should let the pointer move away from the dotted line, then you can see youre off course. If you brush the screen it opens a new dropped pin which then deletes the path you were following. I cant bookmark anything. Theres paths highlighted in red that i didnt add, it constantly directs you to road routes even tho i only want mountain footpaths and have it set to walking. It does work offline for me which is 1 reason not to boot it just yet but its useless to navigate with, i use it just to look for trails. Thankfully im not getting ads cos thailand auto blocks anything that isnt of profit directly to them. You need to disable the info sharing, apparently this app sells info on you 20 times more than other apps",,,,
16,"It's kind of a good idea, however, reordering tasks and dailies and such is so much hassle. I tried to drag and drop them how I wanted.  They won't go where you drag them and are reappearing in some random order each time I refresh. I also have to edit/create tags multiple times before they are properly saved. It's a bit time consuming trying to make your lists when your changes are lost so frequently.",,,,
17,Update UI issues The UI faces some tremendous update glitches when I try to set big Dailies or To-Dos with lots of checklist items and lots of reminders. Either they disappear after saving and reappear randomly afterwards or they don't appear at all unless I remove the app from memory completely and reload it. Also the reminders feature though nice to have - they need major refinement. Better have a frequency option for reminders as well.,,,,
18,"Downloaded this app hoping for a fun way to form new habits, but when I get to the register screen the first two tutorial panels are blank and then the third one lets you link social media accounts. Then I can't save the username and display name I create, and the avatar generator screen doesn't load any options. Opened the app the next day to find nothing I could edit had been saved. Uninstalled and tried registering again with a different account and got the same results. Pretty disappointed",,,,
19,"There are so many things the FAQ & tutorial don't explain. It's impossible to join a party without having to be sent some scan thing, I'm unable to go on quests, there's no explanation about the weapons you equip (does adding 3 points to my intelligence even do anything since there's no skills?) The challenges are a joke (I saw one where your challenge was to join their group. How do you consider that a challenge?) I still haven't figured out what silver does or what benefit you get from marking a task as ""trivial,"" AND I'm unable to see how long it's been since I last checked off a task, so I might end up accidentally marking it twice. It's a mess.",,,,
20,"Ugh. Every 'update' frustrates me to no end. I have things working as they should... then an update like the latest wrecks everything.  Content in limbo. Endless upload errors. Takes forever to post. And... ugh... what happened to my custom image resize controll'? Once upon a time this app worked beautifully and did what it should... you see... people posting from their phones are ON THE GO! I just want to post quickly with no hassle- the control needed but not clutter. Many times its mobile data, in a remote location. The app used to be lean and mean and do the job perfectly. Now its like it's a mini desktop app that's bogged down with junk. What used to take seconds... select some pics on phone ... share to WP app... add text hit upload and DONE... is now futz with this and that ... fight the awful quirks ...hit post and wait wait wait...error. error.  Wrangle things back to where they work again....then get blitzed by the next update",,,,
21,"The idea is wonderful. But a lot of tedious mistakes spoil the whole impression. For example, information is slowly updated even within the application, often clicking on a menu item is ignored. If you create a task without a title, but with a list, it will become closed for editing, just delete. Not all things are obvious. I had to read help to solve simple questions. Well, the old-school 8-bit graphics - not everyone likes it.",,,,
22,"I really, really wanted to like this. The concept is genius, but the execution needs a little tweaking. I had a difficult time using the app, because the tutorials were very basic and didn't cover most of what to do. It seemed like if you didn't buy gems, then you couldn't go on quests. I appreciate that the developers need and deserved to be paid for their hard work, but not being able to use most of the rpg elements, negated the motivation to stay productive and use the app. I like the idea of accountability among friends, but the invite system is unusable. It's a QR code and aside from having no idea what to do with it, every time I clicked on it, it downloaded somewhere I couldn't find it on my S8. With a few changes, this could be an amazing app, but it feels like many of the gameplay elements were added as an afterthought to a regular organization app instead of making being productive in real life feel like a game. I love the health system and the seperation of habits and dailies. I also love that you're health decreases when you don't complete a daily task. If the party and questing system were improved, my productivity and appreciation for this app would soar. Please don't stop improving and developing this app. It could be a trendsetter for a whole new genre of games.",,,,
23,"I wanted to like this app. I'm looking for an alternative to google maps. The routing is actually ok, although the estimated timings don't take traffic conditions into account. The offline operation is good, but there isn't really an 'online' mode. If I currently have a good connection I want to be able to search a new area without having to download the section first. But what has killed it for me is that the search is useless. There us no UK postcode search, which is what I primarily use. Searching by street name sometimes works, but often comes up empty. Conversely when there are multiple matches adding extra location details (borough, etc) doesn't narrow the search effectively. As far as i can tell it treats each term entered separately and at some point if you haven't chosen one of the matches for your first term and keep typing it switches to searching on the second term, ignoring the first. I only managed to experience the navigation by finding places on Google maps, and then matching the street pattern and zooming to find them manually in this. I gather it works better in some countries than others, so I'll probably try it again sometime, but for now I'm giving up.",,,,
24,"As soon as I downloaded the app and made a new account, I couldn't create a new character because under the body, skin, and other options to make your character was blank. When I changed my display name, I got a weird message for 'profile.name' required. The randomize button didn't even work for me either. I left originally because there were many bugs with to-do's and other things and I'm not confident it's functional past the character creator, so I don't see a point to continue. On the S10E",,,,
25,"Was able to connect to my personally hosted blog. Everything looks pretty good, but the Featured Image setting doesn't work. I add an image from my Media Library, then edit its properties...Check the box for ""Featured Image"" and then leave the box for ""Show in post"" unchecked, but it always just shows the image in the post and refuses to set it as the Featured image, no matter how many times I go back and try to edit it/redo it.   Unfortunately, that was the main function I was hoping to use, so pretty worthless to me.",,,,
26,"What happened to the full editor??!!! Went to create a blog post today using my WordPress app and discovered that the editor is some weird, useless version of what it was before. I can't do anything in it like I can in the web based editor such as indent, center, size/place images, etc....literally every major function but basic typing is gone. Where did it go and how do I get it back? If this is not fixed I am uninstalling the app as it is totally useless to me without the full version of the editor. As well, the web based editor crashes EVERY SINGLE TIME I do an update to a blog. Makes editing virtually impossible. - - - I received an automated response to this review which said, ""You can switch back to the app's old editor: Go to App Settings in the app and toggle off the 'Show Visual Editor' option. However, some of the features you mentioned (such as indenting or aligning text) weren't part of the old editor, either."" - - - Found the setting. That leaves ONLY the HTML editor and does not fix the problem...at all. And, previously, before this change, the editor in my app and the web based editor were identical in their features.",,,,
27,"This app would not let me change my screen name, that IT picked. There is a  function for this but it just doesn't work. I typed in what I wanted, hit  okay, and absolutely nothing changed! I tried 3 times! I tried to delete my  account so I could start over but you can't do that either!!!! After y give  your password for the delete you get a message saying type delete in all  caps to delete but all you get is an okay buttons not a freaking keyboard  to DO what was asked, then you are just back at the damn menu again, WITH  NOTHING CHANGED! USELESS!!!!!!!!!!!!!",,,,
28,"I want to give it more stars because the site layout is nice and efficient, but editing posts is awful. The lag is absolutely unbearable. Trying to add a couple of characters takes 5-10 seconds to show up on screen. I've written part of a sentence and it's taken 30+ seconds to post them. Deleting them is even worse! I'm not even a fast typer on the text keyboard. It would be faster to handwrite everything at this point. Stick to the browser version for editing if this is why you want the app.",,,,
29,"Inferior in every possible way to using the online editor. This app doesn't allow you to link to your own earlier posts, crashes often, can sometimes delet your whole draft even unsave a previously update and saved page, and has issues previewing images. It also cannot pull the most recent version of you updates which you created with the web editor. Woe be unto you if you mak long pots, because after a certain size copy/paste stop working and the editor gets so slow you have to wait for the displayed text to catch up to you. What it does do well is present your stats page, manage the site permissions and let you get a rough draft started. Though it has so many problems I'm just using the MS Office apps for my rough drafts and then copy/pasting into the web interface. I'll probably uninstall this soon because it is basically horrible.",,,,
30,"Poor! Almost not adapted for a touch device! - UI very unresponsive to clicks, uncertain whether registered! No immediate touch-down response, you just realize that your click was registered as the page refreshes, which may take 1-3 secs, within that time no UI feedback. - Chapters by default hidden (I prefer all chapters of the article open for quick scrolling and visual scanning + a button/action for bringing up an index for jumping. And this index shall remember its position if brought up later on. Having to open all chapters manually (effort) disrupts reading experience. Finger scrolling less mind distraction - Browsing history: Back jumps to top of article, not to last reading position! + Search with autocompletion - but with no abstract. + Switch the current article to other available language - but no setting to only show preferred languages. - No search function for other than the default language (even if you just switched to an article in another language) - No function ""search text within this article"". - No font size in/de-crease. - No special image functions (show fullscreen, then zoom in/out, save to)  Summary: Look for the competitor Wikipanion on iOS to see a real good mobile Wikipedia client!",,,,
31,"edit: dailies are better managed on PC version (in fact everything is) also lots of connection issues today despite switching from mobile data to wifi, even tried resetting phone Dailies have legitimately become a pain to deal with, my schedule changes from week to week so I set them accordingly to my availability, but now when I go in to change it reverts back to the number of days option instead of weekly. Would like to add that dailies that are supposed to be active are actually inactive for some reason. :/",,,,
32,"Really unique app that motivates me to get stuff done. Unfortunately, this app needs A LOT of work. I tried writing a message in a guild chat. Once it got long enough, the words disappeared behind my keyboard so I couldn't see what I was writing. When I put the keyboard down, the send button disappeared..as a result I couldn't send my message. Theres no search for trying to find a challenge that suits you. Theres no notifications when your party is chatting. There is also no search for guilds. I just started this app and so for these are the problems I've noticed. Otherwise it is great and I hope it improves.",,,,
33,"I was a little skeptical about getting this app, which gamifies you daily tasks, chores, etc; especially when I was trying to wean myself off of playing so much pc games. I was proven wrong, it really helps! The bonus is that you can have a support system consisted of real people when you join parties and guilds.   Only problems I have with the app are the glitches and errors that occur, such as the tags, not appearing, and items not syncing properly after I have used them. I didn't know what to do except go to settings and force stop the app. Sadly that caused the glitches and errors to become frequent. I finally Uninstalled/reinstalled the app, only to discover to same non-appearring tags glitch. Please fix this.",,,,
34,"I used to swear by Habitica for a long time, but frankly I find it almost unusable. The biggest, most important problem is the way sync works. You can't use Habitica if offline (or have bad internet connection), you can't click several buttons in quick succession, and you are never sure if clicking a button actually sends data to server, Android widgets are absolutely unusable. Habitica's manual frames it as if it's not their, but user's fault.  I have more than a dozen of Habits and about the same amount of Dailies, most of which are themselves checklists. I keep track of multiple habits, therefore I open Habitica and press + and - many times a day, sometimes several times in an hour. If every time I try to register a Habit or a Daily I must worry about Habitica not syncing properly, then it robs me of time and mental energy. Which makes it useless for actually instilling habits.",,,,
35,"Needs bug fixes Please add a reminder feature to the daily and to do lists and also notifications of quest invitations,messages etc. The app also freezes many times! Please fix this and and i will give it 5 stars.",,,,
36,"Adds have been added in one of the never versions, don't update if you haven't already! It's a good app, but it's NOT a universal map. It works best if you find your destination address with a browser, as the names in OSM don't always match. Due to size limits, searching by street numbers is not possible and this severely limits your options. The app goes nuts if your GPS is broken, and you can't just follow the route by moving the map with fingers, as popups keep reappearing. Maps.me is best if you just move to points you know in advance, using the best in class bookmark system",,,,
37,"Too many ads. Even more than Google Maps. At least most of the features work in a general sense; just not in my area.  EDIT: I understand that advertising is a resource that allows for development to continue, but you must understand the current default implementation makes any features very unappealing and the entire experience unenjoyable. I uninstalled imediately after the second push ad. Push ads are unacceptable in any form.  I am aware you can opt out of most advertising by going to settings and switching off ""Show offers"", but there's no garuntee your app will stop giving other unwanted push notifications, such as the one asking if the user is aware of the bookmarking feature. DO NOT engage the user outside of the app unless it is for a currently requested function or feature they are actively using, such as continuing navigation while in the background. There are better ways to let users know of features. For example, highlight the area you want to be noticed and give a brief message when the app is launched. This is more benificial for you as well, because a user is more likely to follow through when they have already chosen to engage with the app, as opposed to you trying to pull them away from whatever else they may be doing.",,,,
38,"Has some UI usability issues. While doing a search on a street, it's very unresponsive when I press on the street that has already come up in the search results.  Also, no way to enter a street number. Which seems pretty basic and shocking that it doesn't allow user to specify a street number!   Disappointing. I just spent 20 minutes trying to enter in the address of a location.   Suggest you hire some UI designers and product managers to do a better job redesigning this app, to be user friendly and make it easy for users to do simple things, like actually entering in an address!  In response to Developer's ""fixing"" the 2 missing EXAMPLE addresses I listed, that's like a drop  in the ocean. The problem is NOT simply that it couldn't locate the 2 EXAMPLE addresses I listed. The problem is deeper. It was unable to properly locate an arbitrary, VALID, address. This is something Google Maps can do EASILY.   Based on this rather GLARING defect, I think this largely makes this app unusable for general purpose navigation..",,,,
39,"Useful but to be improved. 1) it's missing a search field.  2) no multi select and upload of multiple images from a single folder, it's either messy all together or one by one. 3) I lost the whole text and images of a new post because of an internet connection error, this should not happen no matter how bad the connection is, offline editing is what users expect from an application vs the web-admin! 4) post settings button is hidden when keyboard is open 5) can't edit site url 6) can't batch upload local charges",,,,
40,"Too much for too little. I have several sites that run WordPress and finally getting around to reviewing this WordPress app.   To sum it up, it really isn't all that great. The dashboard within WordPress by default allows galleries and custom posts. All this app does is allows you to write a blog and add a photo or video. There is no setting featured image, adding a gallery and unless you modify the dimensions of the photo you insert, it will maintain the full size. Just log into WordPress via the Web and do your stuff there.",,,,
41,"Routes are unstable. While following proposed route I was requested to turn back and follow a new route.  Missing ""do not download"" option in map diwnload dialog window. Unable to configure localisation of the map directory. Menu bar disappears at random? Navigation proposes routes violating the law and mistakes public roads with field roads.  After update navigation is much worse. No perspective view despite it is enabled in settings. Calculating a route is slow, arrival estimation changed from optimistic (below 4h) to pessimistic (over 8h) for a route Krapkowice-Warszawa (Poland, realistic estimate ca 5h). Rerouting freezes very often.  Figured out how to enable perspective view. I had to disable it, close the app, reopen the app and enable it. I fear of other bugs.",,,,
42,"Expecially after the updates of the last months, the app shows issues that make it not usable:  -it cannot make a path on a map not updated (and if you are abroad without Internet and unlucky enough to miss the update, you cannot use the app, which denies the usefulness of it); -you cannot zoom on the rough map if you do not download the detailed map first, so you cannot get an idea of zones you did not download (not even the zones that are clearly visible on the rough map when not zooming); -full of pop-ups and messages you cannot remove, covering the map and being extremely annoyng; -the ""search"" option is horrible, sometimes cannot find even extremely famous places (try searching ""San Marco"" in Venice...).",,,,
43,"I love it except, and this is a big issue for me, it's totally server based. Want to update anything, but have a bad internet connection? Too bad, it's either going to take forever or fail. I would use and maybe even pay for this app to just have a way to have everything first be saved on my device. So, back to hunting for a to-do app. Edit 3/23: I have to drop my review on this to 1 star. You can manually edit values within the app for stats making any it unreasonable that I need internet.",,,,
44,"Blatant internal storage hog.  Each time the app is updated, it decides to fill up the internal phone storage, rather than the the SD card. And following an app update, you then MUST re-download ALL previously downloaded apps, and again, fill up the phone storage not the SD.  At over half a Gigabyte of app and mapping data, this app is just blatantly greedy, and the developers are either too lazy or too incompetent to design an app appropriately to store directly on exterior SD card storage. ----------- WHY do I have to download maps again following app update?  EDIT: why also the need to automatically start up at boot?  This app is getting very tiresome to use - weekly updates, repeatedly having to download all previous map files after every app update, frequent nag screens.  Just develop a simple app - which works properly, doesn't nag its users, and doesn't gobble up huge amounts of data!",,,,
45,"I almost rated this for stars. It's a nice, useful app with some gaps--I really like the basic idea and the maps themselves are accurate and occasionally have nice details (for example, airport gate numbers).  There are some major gaps in searching for foods, shopping, etc., though. Primarily this is just in not having locations. For example, in one city in Japan I did a search for food and it came up with maybe 3 or 4 places when I was aware of dozens close by.  Since it pretty quickly looks for options further away, I was getting results up to fifty miles away (in Japan, traveling fifty miles can take several hours).  It also missed the biggest shopping center in the area.  Still, it's handy for knowing where you are and had the ability to download sections of the world's you're interested in.the interface is also easy to navigate and it came up with Japanese city names easily even though I was using English letters.  Train stations are well-marked and it's pretty easy to follow along with your reason trip to know how much further you need to go and where to get off (note that the routing itself i s by driving rather than public transport, which would have been a nice feature, but that you can simply see where the tracks are).",,,,
46,"Doesn't post a new blog if I clear the 'uploading...' notification The new blog posting process is somehow interrupted and doesn't finish completely if I clear the 'uploading...' notification.  As a user I would assume that such a process should continue in the background.  Next, if I open the app again, it doesn't show any indication of the ongoing process which doesn't give me any kind of update (of whether the new blog got completely/half way uploaded/or cancelled).  To check this, if I manually click the 'refresh' icon on top-right corner, it gives a warning message which is really doesn't help the user what his/her action should be.",,,,
47,"It's worse sorry Since the last update I can't use my regular photo viewer to choose pictures from my post. I now have a list of images that seem to come from my tablet but not it's sd card; where all my images are. I have around 30,000 images in various picture folders (I am travelling and have a 128GB sd card in my tablet where my images are stored)  and this update to 3.9 has made choosing images impossible.  I have two possible workarounds. Either I upload the images to google or similar and put a link in the post to them. Or my second option is to upload the images in the WordPress app through the media menu item and then choose these images I want in the post using your new chooser interface.  Honestly I see what you are trying to do with the new interface but it does limit the user as to how they choose their images. Handing this task over to the operating system, as it was before, makes more sense and makes your app lighter.  Please switch back to the normal way of adding images. Updating posts on tablets and phones has been great with the WordPress app and I feel it's just been made more difficult with this update.",,,,
48,"This app used to be perfect and previously helped me navigate around the world, but after updates these last few months, the app will no longer work offline. Unless I am connected to wifi, the app hangs on the preloading screen logo. Consequently, the app is now useless to me. If I wanted an app that required data and pressured me to to turn on location services, I would use Google Maps. This is disappointing because this used to be my go-to app.",,,,
49,"Glitching Sometimes in the ""To-Do"" List I add things with multiple tasks and save it. When I go to click on the task, it has changed 3-5 of the other tasks to one of the other task names ie) ""blue shirt/red pants/headphones/eno"" then if I change the order of a task, then it might look like this next time, deleting some tasks: ""blue shirt/blue shirt/blue shirt"" It's pretty frustrating because I want to like the app but can't trust it seriously to store important tasks in my life. The reliability is poor.",,,,
50,"I really really want to like this app.  I can get as far as setting up and tracking tasks, which is awesome. But as soon as I try to form a party and battle monsters, it runs up against some issue with Google authentication (I think) and I can't go any farther. I even tried to delete my account and start over, but when you get to the step were it says ""type delete in all caps""... there is no keyboard or place to type.   So yeah, great concept, but it has some fatal bugs.",,,,
51,"Keeps on crashing. Widgets disappeared, doesn't let me edit challenge, skills category appear and disappear, closes it self, no search option for challenges and doesn't work offline (it should, it's a day tracking app. Why mandatory connection?!). Doesn't let me use half of the features because of crashes",,,,
52,"This app has gone downhill. Now that Google maps supports offline maps there is absolutely no reason to use this app. It still causes my device to restart. No other app makes my phone restart, only this one. It uses a dodgy background process that makes my phone restart even after I finish using app. They need to add a ""exit"" button to properly close the app. It keeps running services in background even when I force quit the app via task manager. It crams a lot of junk and annoyances in the app. I don't want business names or the ability to rate or share or whatever other junk they force in there. Let me turn all the junk off so I can use the map like a map. Stop asking me to turn on location settings. I use offline maps and not interested in going online and ""writing a review"" of map locations.",,,,
53,"Voice guidance is awful: says keep right/left where I have to go straight, doesn't say exit numbers, doesn't say street names. Search is poor: shows the list, but how do I check these places on the map. I click the place and it shows my current location with the option to route to, but sometimes it shows the destination, go figure! No alternative routes, not optimal route, it can give the route which includes traffic lights, a couple of left turns instead of short residential road and right turn",,,,
54,"Habitica is great on browser, and indeed has helped me tons to manage my routines, but the app itself doesn't function properly. Now I can't even scroll down the pages to pick dailies that are further down, or habits, sometimes a newly hatched pet won't appear, and neither will food, and it doesn't tell how much damage I'm doing to a boss. And the browser version has some bugs too, sometimes logging in it will display in Pt DESPITE being set to English (I assume it's my browser's settings, but the page's options SHOULD prevail over), and synching will sometimes take gold, health or mana away randomly. Still kicks the app's ass in every way.",,,,
